DATE;CE12_CUTIND12;CNI12_INDE12;CNI12_INDEE12;CNI12_INDEP12;CNI12_INDP12;CNI12_INDTE12;CNI12_INDTP12;CNI12_NUCAP12;CNI12_NUCAPD12;ONS12_CONV12;ONS12_HIDR12;ACSP12_SCPCC12;ACSP12_TELCH12;CNI12_VENREA12;CNI12_VENRED12;BM12_CCA12;BM12_CCAPF12;BM12_CCAPJ12;BM12_CIN12;BM12_CINPF12;BM12_CINPJ12;BM12_CPCA12;BM12_CPCAPF12;BM12_CPCAPJ12;BM12_CPCO12;BM12_CPCOPF12;BM12_CPCOPJ12;BM12_CRDCAPF12;BM12_CRDCAPJ12;BM12_CRDIN12;BM12_CRDINPF12;BM12_CRDPCA12;BM12_CRDPCAPF12;BM12_CRDPCAPJ12;BM12_CRDPCOPF12;BM12_CRDPCOPJ12;BM12_CRDSD12;BM12_CRDSDPF12;BM12_CRDSDPJ12;BM12_CRDSPF12;BM12_CRDSPJ12;BM12_CRDTJPF12;BM12_CRDTJPJ12;BM12_CRLCA12;BM12_CRLCAPF12;BM12_CRLCAPJ12;BM12_CRLIN12;BM12_CRLINPF12;BM12_CRLINPJ12;BM12_CRLPCA12;BM12_CRLPCAPF12;BM12_CRLPCAPJ12;BM12_CRLPCO12;BM12_CRLPCOPF12;BM12_CRLPCOPJ12;BM12_CRLSD12;BM12_CRLSDPJ12;BM12_CRLSPF12;BM12_CRLSPJ12;BM12_CRLTJ12;BM12_CRLTJPF12;BM12_CRLTJPJ12;BM12_CS12;BM12_CSD12;BM12_CSDPF12;BM12_CSDPJ12;BM12_CSPF12;BM12_CSPJ12;BM12_CTJ12;BM12_CTJPF12;BM12_CTJPJ12;SECEX12_XGASOL12;BM12_BTNFBC12;BM12_DEXEEN12;BM12_DEXEEY12;BM12_DEXEMN12;BM12_DEXEMY12;BM12_DEXGFN12;BM12_DEXGFY12;BM12_DEXSPN12;BM12_DEXSPY12;BM12_DIFISPN12;BM12_DIFISPY12;BM12_DINEEN12;BM12_DINEEY12;BM12_DINEMY12;BM12_DINGFN12;BM12_DINGFY12;BM12_DINSPY12;BM12_DTEEN12;BM12_DTEEY12;BM12_DTEMN12;BM12_DTEMY12;BM12_DTGFN12;BM12_DTGFY12;BM12_DTSPN12;BM12_DTSPY12;BM12_LFTFBC12;BM12_LTNFBC12;BM12_NFEEJNNAS12;BM12_NFEEJNNS12;BM12_NFEEJNYS12;BM12_NFEENNAS12;BM12_NFEENNS12;BM12_NFEENYS12;BM12_NFEEPNAS12;BM12_NFEEPNS12;BM12_NFEEPYS12;BM12_NFEMJNNAS12;BM12_NFEMJNNS12;BM12_NFEMJNYS12;BM12_NFEMNNAS12;BM12_NFEMNNS12;BM12_NFEMNYS12;BM12_NFEMPNAS12;BM12_NFEMPYS12;BM12_NFGFJNNAS12;BM12_NFGFJNNS12;BM12_NFGFJNYS12;BM12_NFGFNNAS12;BM12_NFGFNNS12;BM12_NFGFNYS12;BM12_NFGFPNS12;BM12_NFGFPYS12;BM12_NFSPJNNAS12;BM12_NFSPJNNS12;BM12_NFSPJNYS12;BM12_NFSPNNAS12;BM12_NFSPNNS12;BM12_NFSPNYS12;BM12_NFSPPNAS12;BM12_NFSPPNS12;BM12_NFSPPYS12;BM12_NTNFBC12;BM12_TPFERMA12;BM12_TPFMA12;BM12_TPFOVERMA12;BM12_TPFPREMA12;BM12_TPFTRMA12;FNDE12_SALEDU12;MPAS12_ARRBT12;MPAS12_ARRLIQ12;MPAS12_BENPREV12;MPAS12_RESPRGPS12;BM12_PIBAC12;GAC12_CAALIM12;GAC12_CAALIMDESSAZ12;GAC12_CAAUTO12;GAC12_CAAUTODESSAZ12;GAC12_CABC12;GAC12_CABCD12;GAC12_CABCDDESSAZ12;GAC12_CABCDESSAZ12;GAC12_CABCND12;GAC12_CABCNDDESSAZ12;GAC12_CABEBDESSAZ12;GAC12_CABI12;GAC12_CABIDESSAZ12;GAC12_CABORR12;GAC12_CABORRDESSAZ12;GAC12_CACOU12;GAC12_CACOUDESSAZ12;GAC12_CAELET12;GAC12_CAELETDESSAZ12;GAC12_CAEQUIP12;GAC12_CAEQUIPDESSAZ12;GAC12_CAFARM12;GAC12_CAFARMDESSAZ12;GAC12_CAFUM12;GAC12_CAFUMDESSAZ12;GAC12_CAIEX12;GAC12_CAIEXDESSAZ12;GAC12_CAIG12;GAC12_CAIGDESSAZ12;GAC12_CAIMPDESSAZ12;GAC12_CAINFO12;GAC12_CAINFODESSAZ12;GAC12_CAIT12;GAC12_CAITDESSAZ12;GAC12_CAMAD12;GAC12_CAMET12;GAC12_CAMETAL12;GAC12_CAMETALDESSAZ12;GAC12_CAMETDESSAZ12;GAC12_CAMIN12;GAC12_CAMINDESSAZ12;GAC12_CAMOV12;GAC12_CAMOVDESSAZ12;GAC12_CAOUT12;GAC12_CAOUTDESSAZ12;GAC12_CAPAPEL12;GAC12_CAPAPELDESSAZ12;GAC12_CAPET12;GAC12_CAPETDESSAZ12;GAC12_CAQUIDESSAZ12;GAC12_CATEXDESSAZ12;GAC12_CAVEST12;GAC12_CAVESTDESSAZ12;GAC12_FBKFCAMIDESSAZ12;FIPE12_FIPE0002Q2;FIPE12_FIPE0118Q2;FIPE12_FIPE0348Q2;FIPE12_FIPE0379Q2;FIPE12_FIPE0482Q2;FIPE12_FIPE0516Q2;FIPE12_FIPE0553Q2;FIPE12_FIPEQ2G12;FIPE12_IPCFIPE12;CNI12_HTRAB12;CNI12_HTRABD12;CNI12_PEEMP12;CNI12_PEEMPD12;CNI12_REMR12;CNI12_RENDR12;CNI12_ICEICA12;CNI12_ICEIEXP12;CNI12_ICEIGER12
2005-09-01;;;;;;;;81.8;81.0;1520.407177;29983.92605;1559770.0;1756095.0;103.4;96.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564357.0;;;;;;;;;24160264.0;45.17;5702.34;0.27;14494.64;0.69;74752.33;3.54;94949.31;4.49;769358.88;36.39;19818.38;0.94;15.58;563237.94;26.64;43.16;25520.72;1.21;343879.83;16.27;637990.27;30.18;1007390.82;47.65;506214.91;232610.92;1969.06;-323.63;0.09;-1535.3;-621.26;-0.07;-3504.37;-297.64;-0.17;27560.64;-656.95;1.3;6182.08;-2394.25;0.29;-21378.56;-1.01;123610.64;15242.25;5.85;65264.11;12312.45;3.09;-2929.8;-2.76;153140.34;14261.67;7.24;69910.89;9296.94;3.31;-83229.44;-4964.75;-3.94;140085.47;3.16;4.28;52.51;24.66;2.35;483743363.1;9423047.1372;8748160.5388472;11461280.78188;-2713120.2430328;2114047.4;102.849348708789;93.6733297155849;61.6972981894572;61.2861859628441;78.2341089627935;53.2165881231741;50.4954878864509;72.8727587972314;88.1126878636502;81.4075103595367;74.227463469578;86.4774530971881;82.4130170309578;79.7978817675661;77.4259977055195;123.681774060854;108.032579216919;80.9787688087954;78.2834363675369;61.4843099520716;58.8840828342406;75.2485047425047;69.8730765561686;47.7359542544749;120.192589508478;88.7730857784218;88.9950002094919;81.0687273529807;76.967963150355;98.2493698849377;73.9617756568352;70.5206229737652;80.5879851456451;76.0586357337611;86.5484604416266;90.928105787269;71.7908045200783;69.8020441743975;89.3155433965683;74.8739987719442;73.3792381334841;76.2542625330593;69.413661651591;46.1251789416977;46.268094859237;87.4691352471854;86.4873052654632;91.2771144882078;83.0873833544958;79.3654157907921;99.457536918455;78.0765883334213;65.2320851502008;50.624385059936;0.1748;-1.143;0.8027;-0.4508;1.5479;0.8904;0.0318;0.0253;262.3671;102.5;99.3;99.0;97.9;;;;;
2005-10-01;84.1;;;;;;;82.6;81.4;1829.20726948;31560.95205085;1587121.0;2044947.0;101.7;95.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575972.0;;;;;;;;;167544977.0;46.03;5710.37;0.27;14499.02;0.68;64103.06;3.01;84312.45;3.95;774389.24;36.31;19808.11;0.93;15.47;579602.48;27.18;43.58;25518.49;1.2;344438.11;16.15;643705.54;30.18;1013662.14;47.53;523916.61;221001.1;2291.74;378.6;0.11;-1408.31;-46.12;-0.07;-3700.06;-424.72;-0.17;27148.74;2077.49;1.27;5333.39;366.24;0.25;-21815.37;-1.02;125939.44;11032.11;5.91;66786.18;4710.26;3.13;-6321.85;-2.77;155379.92;13488.2;7.29;70711.26;5030.38;3.32;-84668.67;-8457.84;-3.97;142993.09;2.89;5.28;53.43;23.18;2.09;497494662.2;9374483.4367;8699041.5188328;11836400.77056;-3137359.2517272;2132693.9;101.332984540965;93.7033622229089;62.2064052804546;62.0926017878486;78.9412602061418;53.7106332560067;51.1167486080587;72.694795547338;89.0257517963539;82.0063469943836;73.839131415821;88.7608638294154;82.6481325116781;79.7535189732415;76.3554921304526;137.989367462423;113.077277056802;80.8020247042281;77.6791007616618;61.8837226261097;59.9149151987017;74.6744578249761;72.6126914160011;58.6727747776336;129.109988396339;98.1704783533778;95.87618401099;82.8064303411647;77.0877433099585;92.015714783204;73.8675133784597;70.143794173494;81.7846577210409;75.9209942331483;84.1084415555777;93.9856101936579;71.1272116817829;69.7435725512287;88.0823167324992;75.369432181176;72.2108746833921;77.0451165361805;68.1980230538321;60.917363062417;52.0466749309291;88.0168925246962;84.7812521309569;93.7806996998339;85.1350632077778;78.9411657894703;95.6602849279934;80.1895614643519;65.066288595553;51.8081299657668;0.5172;0.4158;1.8287;0.3536;0.9896;-0.5479;0.0677;0.6426;264.02;102.1;98.7;98.9;97.9;;;;;
2005-11-01;84.1;;;;;;;82.7;81.8;1990.314083;30288.728511;1580172.0;2165160.0;103.9;100.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;590126.0;;;;;;;;;140128980.0;45.28;5478.0;0.25;14053.5;0.65;54062.93;2.51;73594.43;3.42;784671.77;36.48;19306.05;0.9;15.35;596889.37;27.75;44.0;24784.04;1.15;344281.9;16.01;650952.31;30.26;1020018.25;47.42;513002.75;248898.67;2430.94;-57.74;0.11;-2327.87;-428.47;-0.11;-4758.8;-370.74;-0.22;27381.34;3216.23;1.27;5061.13;1277.97;0.24;-22320.25;-1.04;128421.48;9779.11;5.97;71399.05;9433.04;3.32;-346.07;-2.65;158233.76;12937.6;7.36;74132.31;10282.54;3.45;-84101.46;-2655.09;-3.91;152196.34;2.48;3.78;51.87;25.86;2.1;492965767.1;9731484.1161;9044070.64188;12071409.84345;-3027339.20157;2150566.9;101.677121720382;96.6513491721773;64.9557589303259;62.5720819838255;82.0136822181092;62.9661463956895;54.8489001044687;75.6316520561102;89.5775762602304;83.5772748649667;75.5155671790446;85.8654478001593;81.9592333678097;79.3611990523135;76.643045384157;145.615940698967;110.683650054508;84.5143881288033;79.3469081793812;64.4903899997889;60.8042648957043;70.896814223628;69.9373710768279;48.0519902181808;108.156971066386;94.5254230807831;94.5657773750935;81.807472270838;77.5411962786086;100.605774817078;79.1738355784142;68.0597471443462;80.8603005963368;75.9875148360884;92.6770659778469;81.2738731341527;71.4785321310848;71.1768163545837;83.6216348401926;75.1732667412541;73.4612862575796;87.3232040995287;71.7603997549853;59.5995232329495;56.1246281622063;87.0143971049535;85.4161821804958;79.5431753586783;82.3452709912824;78.5078196000083;100.306185220973;82.9154595409197;67.0898769098595;51.6729507935727;0.4569;0.6492;0.5888;0.667;0.4574;0.3405;0.0653;0.5266;264.7857;101.1;99.4;98.1;97.6;;;;;
2005-12-01;83.7;;;;;;;80.3;81.7;1951.823076;31981.39788;2002289.0;2709228.0;100.5;99.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;607023.0;;;;;;;;;128029026.0;48.27;5983.12;0.28;15129.8;0.7;46793.32;2.16;67906.24;3.13;801955.44;36.95;19784.27;0.91;15.43;617430.3;28.45;44.79;25767.39;1.19;350055.11;16.13;664223.62;30.6;1040046.12;47.92;504653.04;263435.76;2329.11;364.69;0.11;-1892.22;624.44;-0.09;-4221.32;259.75;-0.19;26739.49;3540.75;1.23;5416.32;4916.93;0.25;-21323.21;-0.98;129025.37;7351.75;5.94;73283.99;11742.3;3.38;4390.55;-2.57;158093.97;11257.19;7.28;76808.09;17283.67;3.54;-81285.9;6026.48;-3.74;167379.29;2.63;2.28;50.59;27.22;2.1;696707728.2;16196100.15456;15486641.90819;22400486.10379;-6913844.1956;2170584.5;94.783449433975;102.244692282068;54.8305009197645;68.1148188042741;74.3334049344896;55.3923816251849;60.001013868489;80.7656263498631;81.3283037532984;88.704750823114;75.2695882035479;80.2754088348753;86.4712201611774;73.6751208972533;80.0111151839989;105.14882311283;121.594909599897;78.1121055391677;84.5631155940206;55.8165189018163;61.050273780038;72.8023739536676;75.7714132632649;28.4430670911839;93.420276356121;98.2121496439274;102.179352609368;74.7782074235086;81.4194159174943;103.029656649843;72.9960913695382;77.3757948219184;73.1496781497205;80.5967246759082;68.5241723125174;82.2499446116379;69.3099158386643;77.0224645867188;87.4345108554397;71.6337111853781;75.4100721957618;77.8844462420139;78.2770336438518;23.8240254873899;41.2720153239149;84.9426370069051;86.7181362391695;79.5922144797716;82.6049518897303;81.1187333734774;103.916864167629;52.1597023512943;71.0567267772885;53.1044788451257;-0.1444;0.4593;0.3655;0.0791;0.0505;0.7955;0.1207;0.1752;265.5535;93.5;99.2;97.0;98.2;;;;;
2006-01-01;82.0;;;;;;;79.5;81.3;1850.27844;33406.8669;1641555.0;1784844.0;87.9;100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;608729.0;;;;;;;;;86971408.0;45.92;5767.93;0.26;14343.42;0.65;35166.3;1.61;55277.65;2.52;813439.77;37.13;19056.28;0.87;15.25;639208.34;29.18;45.3;24824.22;1.13;348427.3;15.91;674374.64;30.78;1047626.16;47.82;484807.33;253257.65;1585.59;-109.41;0.07;-2092.18;-582.37;-0.1;-3677.74;-472.95;-0.17;26656.15;1754.11;1.22;5955.41;-886.89;0.27;-20700.78;-0.94;135566.95;16264.11;6.19;85022.03;12953.59;3.88;-3310.52;-2.31;163808.69;17908.81;7.48;88885.26;11484.33;4.06;-74923.44;-6424.47;-3.42;203438.51;2.41;5.49;46.76;25.24;2.0;734447519.24;9434828.45744;8203729.2899;13047787.4764;-4844058.1865;2192609.2;89.7837237334457;97.711523262381;58.8503331922247;63.6535997924713;70.1113702799639;51.0547921777914;56.3976556295234;77.6882481925951;77.2831584795808;86.0151257608769;76.5043543375866;78.7700180059774;83.8551469059063;77.2671270832106;79.7419774274592;108.193200315812;125.359282027133;79.0287698407044;80.4292146147566;55.478313686263;60.3226915710356;55.4260784039021;72.164377589673;88.5543587952527;130.582290261618;85.6148175114812;87.753720473907;73.8655078646433;79.9493772550964;104.951215340678;73.1102350481393;82.058847650891;72.894695495773;79.1786503361809;93.9338403414786;78.8692088061656;72.0750561604479;75.8897356104546;83.7259777209181;74.5676177461734;76.234044216427;63.227894078868;73.0294746997573;53.6434830823734;54.6514141827003;90.0986063394553;89.3406334970143;82.8313476559182;88.079605447089;79.8623298746556;99.1974211843344;50.4363062143343;71.6495820329064;54.4356456599665;0.2843;0.0779;1.0325;1.4412;0.3647;0.6719;2.1027;0.5931;266.8813;91.6;98.4;97.1;98.5;96.6;97.4;;;
2006-02-01;82.8;;;;;;;80.3;81.7;1796.216068;30105.10936;1440733.0;1610211.0;86.2;97.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;615673.0;;;;;;;;;67199592.0;44.45;5169.86;0.23;13785.89;0.62;27958.16;1.27;46913.91;2.13;822258.16;37.25;19029.76;0.86;15.23;652615.4;29.56;45.66;24199.62;1.1;350095.47;15.86;680573.57;30.83;1054868.66;47.78;474197.36;269497.94;640.0;-368.44;0.03;-2792.47;-440.75;-0.13;-3432.44;-72.3;-0.16;27584.9;3730.72;1.25;8136.83;2542.48;0.37;-19448.09;-0.88;137275.59;9987.99;6.22;85586.62;6716.66;3.88;-3271.33;-2.34;165500.49;13350.27;7.5;90930.98;8818.39;4.12;-74569.5;-4531.86;-3.38;223690.56;2.3;3.73;45.44;26.84;1.99;507172067.2;10010406.61528;9318609.32628;11759402.18936;-2440792.86308001;2210389.7;81.5037669621256;96.9912544522778;59.3889504527646;66.2748941304974;66.0967042035143;47.6429893534675;57.5327543529462;78.6332341082473;72.8633709116475;86.7477725706053;80.9233952874748;75.2220894453217;85.0833260417057;73.5123070719013;81.2208340689673;85.8794631938737;111.521726498775;73.7543951152551;81.7343514383155;56.2117681791902;61.9975158565663;67.9844131952051;78.3188620933954;121.329403845776;128.439768894414;92.6545045036155;100.274496280018;70.2881446821333;80.9350227475387;102.913133904885;68.8038036097675;83.2785038356549;68.7062071799138;79.5818909441164;89.021930493487;73.7141566916353;67.5203335424421;72.9657668158859;82.2077933650921;69.1204404360954;75.3672143620434;60.0950641259524;74.98530447647;54.7076665427008;59.8623529653059;78.4838690673169;86.0590944034779;74.6305014860363;88.0451482443023;79.8674304665604;100.848809179711;58.349676381694;71.6670633646374;55.7996655972922;0.0196;-0.8297;0.7799;-0.144;0.5064;-0.8623;2.6199;0.0116;266.8012;92.0;97.8;97.5;98.8;98.4;98.3;;;
2006-03-01;83.0;;;;;;;81.3;81.4;1863.95323;34012.2235;1704547.0;1864673.0;102.7;98.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;625790.0;;;;;;;;;123628840.0;41.39;5198.31;0.23;14056.76;0.63;20050.39;0.9;39305.46;1.77;827468.85;37.19;19099.67;0.86;15.11;665891.83;29.93;45.89;24297.99;1.09;350262.46;15.74;685942.22;30.83;1060502.67;47.66;463484.01;280826.29;121.61;265.04;0.01;-3220.42;-18.08;-0.14;-3342.02;-283.14;-0.15;26325.0;1933.88;1.18;6542.14;-142.83;0.29;-19782.9;-0.89;138278.02;10986.1;6.21;88179.58;5371.63;3.96;-5614.45;-2.25;164724.63;13185.02;7.4;91501.3;5210.72;4.11;-73223.35;-7974.31;-3.29;233956.93;2.23;4.31;43.67;27.51;1.97;519806169.87;9914106.57351;9193853.09116;11806314.4125;-2612461.32134;2225144.4;91.9073502413889;93.3336102545582;72.0701365373549;63.1128171699179;78.4168331025016;61.4426996022224;55.1124428428285;75.9444582802097;84.8137227094466;83.9571155809786;78.7520740283786;84.3945018188602;82.1882227696835;83.4117790814514;79.3355626868713;113.402038910256;113.919075956405;85.1319410500523;81.5219924321848;66.3864679956935;61.5791077455641;77.0670769826792;69.7150322412187;168.210258778304;83.487500775864;101.648648639728;98.8803698754813;81.298312533503;78.6099017284252;101.147089620073;90.733381695727;86.1278239272196;79.6970537163886;76.9827950287805;93.5409253761021;82.1921193384893;80.98541074089;73.5144639720915;80.3634510832658;75.1476225674;72.8520038394354;77.5250449136365;74.4496452338272;63.7334665648592;55.589319599303;89.5736754249014;88.6181558870901;83.0555085594953;87.0510467140527;78.1995424468695;98.6935371763944;70.7859200835067;66.2273721383991;56.3524177546308;-0.0086;0.5;0.9232;-0.0514;0.6361;-0.671;0.0641;0.2636;267.1748;100.7;98.9;98.1;98.9;98.2;98.3;;;
2006-04-01;81.9;;;;;;;80.1;81.0;1228.63776;31499.17547;1504112.0;1727699.0;91.4;99.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;637440.0;;;;;;;;;146553473.0;39.99;5112.58;0.23;13461.82;0.6;12785.19;0.57;31359.59;1.4;822096.47;36.77;18451.81;0.83;14.99;669121.75;29.93;45.74;23564.39;1.05;348547.22;15.59;681906.94;30.5;1054018.55;47.14;459809.26;262293.4;-873.21;-719.44;-0.04;-2748.4;-554.02;-0.12;-1875.19;165.42;-0.08;22599.8;750.41;1.01;2574.86;-1299.73;0.12;-20024.99;-0.9;142197.46;12793.23;6.36;90095.06;-3518.62;4.03;-16311.85;-2.33;163924.05;12824.2;7.33;89921.52;-5372.37;4.02;-74002.58;-18196.58;-3.31;238556.46;2.08;6.67;43.04;25.77;1.96;498945266.73;9965677.51461;9280900.23631;11890590.43492;-2609690.19861001;2232996.0;86.4226311698677;96.5815564599654;63.1167122373535;67.3758284563314;71.7265088619069;55.6910063705183;61.1104960067026;79.1622541077172;78.029036362797;86.014730789046;78.6924254248061;79.7052252129113;85.7740751815361;75.9975015742867;80.9780127492417;99.1208391055075;112.029143562102;75.4704119824095;82.7051512353735;56.2747305440767;61.9986677205047;63.3618893996592;69.916644389438;173.810592122009;83.2041394263479;99.3433084355061;98.2967859571647;75.5254885444244;81.6034438918702;108.364081942817;82.4718721653176;89.9619441739894;73.7394821998384;80.1598221732669;90.533535252415;86.7956428379497;68.0630840866955;71.7916879022397;86.8461829409977;69.7782537940128;74.2707019144267;63.9067553621254;75.7224316460358;49.8100210818666;49.5352436590802;87.2610647301206;88.7922460762425;83.1833496767621;90.7896161873619;81.3052243920618;96.9190022663361;59.8908170179068;65.2222758026169;56.0542147530806;0.1633;-1.1974;0.6002;-0.0475;0.6951;0.4415;0.0305;-0.0567;267.2015;95.4;98.8;99.6;99.7;99.0;96.8;;;
2006-05-01;82.7;;;;;;;82.8;82.1;1498.50434;31647.09095;1746311.0;2013998.0;102.0;101.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;654129.0;;;;;;;;;24411675.0;44.24;6329.67;0.28;14913.31;0.66;2228.35;0.1;23471.33;1.04;824040.55;36.52;18609.0;0.82;14.87;683289.31;30.28;45.98;24938.67;1.11;350554.79;15.54;685517.66;30.38;1061011.12;47.02;437631.65;279421.49;347.6;738.97;0.02;-1513.78;99.88;-0.07;-1861.39;-639.09;-0.08;22324.53;2748.2;0.99;2921.39;618.93;0.13;-19403.2;-0.86;135363.7;4371.01;6.0;82319.31;1225.28;3.65;-3145.73;-2.35;158035.83;7858.18;7.0;83726.92;1944.09;3.71;-74308.97;-5914.09;-3.29;240043.25;2.26;8.21;40.45;27.12;1.86;506650142.45;10286782.96445;9573307.96763;12884764.23965;-3311456.27202;2253373.6;104.878753855634;102.031369443452;74.0976598942829;67.5670492669695;83.1089214301851;64.5253537796034;61.7049369082006;79.2022423183514;90.2680957268696;86.020640733214;77.4746962949887;88.3856103018362;85.5484178291733;80.6371301109742;78.2697886599696;117.39046800106;115.075670736341;83.2782584497888;80.6164194269175;63.5208397841297;60.9242720143643;74.3877430238172;68.6700234315666;243.905280994401;144.634879289095;111.497072459964;107.813050707659;84.9818023161133;81.1003308572657;102.005196600868;87.710783034378;84.2863416272592;83.0747097088227;79.7707589210255;103.797806757504;92.6087825084551;76.4758752005648;73.4687465472692;89.8944480306051;75.623235373404;74.141828649592;79.3774454484907;79.484894220632;69.4763728109081;64.0990471799582;90.7874548998259;89.4315101588458;92.2939614510046;88.4098138745903;76.7010065021301;100.934099540747;64.6241754797169;62.2136838111556;55.8171764150872;-0.0916;-0.1106;-0.2021;0.224;1.4598;0.6789;0.1283;0.0831;266.6136;103.6;101.2;100.2;99.7;99.7;97.9;;;
2006-06-01;82.3;;;;;;;82.3;81.9;1398.65737;30777.51189;1666321.0;1948165.0;100.6;98.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;658510.0;;;;;;;;;69885748.0;41.84;5887.13;0.26;14296.41;0.63;986.56;0.04;21170.1;0.93;832473.98;36.65;17424.96;0.77;14.82;691530.3;30.44;46.03;23312.08;1.03;350873.4;15.45;692516.85;30.49;1066702.33;46.96;429664.13;302540.68;57.52;-176.16;0.0;-2363.83;-600.83;-0.1;-2421.35;-424.66;-0.11;23949.05;2724.54;1.05;4773.12;1252.87;0.21;-19175.97;-0.84;136041.55;14658.54;5.99;82180.06;7781.39;3.62;-6877.15;-2.37;160048.12;17206.92;7.05;84589.35;8433.43;3.72;-75458.8;-8773.48;-3.32;242420.52;2.14;6.45;39.78;29.42;1.87;543836563.33;10416545.692073;9655544.424563;12812383.45005;-3156839.025487;2271563.6;103.528191436655;99.8229085967881;68.8971531475182;66.5088184122838;79.6530585541788;60.6814095124154;60.6383539805543;78.2536555507485;87.4961915208338;85.2883495517789;78.6939553663059;83.1879623290811;83.4859195412027;77.7220110798996;77.9654319908304;100.112477278713;108.199475665286;81.4729412592685;82.1977493623561;63.6432400953238;62.3891314220106;72.0416924170448;69.584685365757;197.944151871487;137.432324752597;91.9417265850888;89.4723771842508;79.8745567794322;79.4983528898743;102.354022219824;85.9224015036441;84.5364689552292;78.9608334637304;78.5515159175128;89.8059391629432;88.8741782560269;69.8109723098817;69.8699720238188;88.0755460823877;71.98480315534;72.812404217891;71.7848881122498;76.0556555941971;39.8012472905644;48.070730581458;80.0193257633968;82.9687398143034;90.9364111775191;86.7082684935892;72.302583074134;98.9668981455867;58.315921506515;61.6259053384868;56.8057045858792;0.0403;-1.8223;-0.7146;-0.2722;0.0633;0.8385;0.0539;-0.5014;265.7871;101.9;99.6;100.5;100.0;99.9;96.9;;;
2006-07-01;83.8;;;;;;;81.9;81.6;1714.01804;31311.87934;1771041.0;2079502.0;99.8;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;669514.0;;;;;;;;;117912548.0;42.26;5283.96;0.23;14409.85;0.63;-9269.37;-0.4;10424.44;0.45;840848.63;36.66;18214.14;0.79;14.73;707664.56;30.86;46.38;23498.11;1.02;352165.5;15.36;698395.18;30.45;1074058.79;46.83;435399.62;290004.25;78.29;185.0;0.0;-2700.91;149.37;-0.12;-2779.23;-35.65;-0.12;27091.4;4069.27;1.18;7455.35;2392.05;0.33;-19636.09;-0.86;134292.29;9434.19;5.86;82444.62;5833.23;3.59;-3600.96;-2.26;161461.98;13688.46;7.04;87199.06;8374.65;3.8;-74262.97;-5313.82;-3.24;244748.56;2.12;8.63;39.45;27.74;2.03;530466602.36;10463942.68801;9733993.16069;13171860.27134;-3437867.11065;2294464.3;103.665918457812;99.3006544120715;70.1501414596286;67.8088413536759;81.9066236874063;61.8336219122379;63.132617979384;80.1637190760131;90.358470381893;87.0601360279202;82.2282559504229;84.4373851266346;82.9255660453929;80.7194533241001;79.7662297480461;100.930415433113;108.911138365696;82.6442835102418;82.3034807621352;64.1426392253492;65.6047711735223;75.5075737247069;73.8266647106325;157.780387235906;133.197157509203;87.4602330828092;88.0043017019345;82.4507223038344;80.888951481328;98.2886552716467;87.6666247808961;85.4168159059725;81.9307974813132;80.1006769053014;93.0891826455751;91.1338299872342;74.4340334328365;74.0652471707196;90.1843378346048;75.6911173708772;74.3509876037207;74.6071183494978;76.3245038717772;57.5721836015833;52.9549296361235;90.3668116541173;89.1252429315089;90.2941434586867;85.8276628885498;76.4567164843427;102.874979038291;65.8728668249268;65.1538742292905;58.9601980663794;0.1659;-0.4024;0.1555;0.1662;0.4365;-0.3688;0.0407;0.0209;266.3532;102.6;100.4;100.6;100.2;99.9;97.6;;;
